caldt,vwretd
20050412,0.005601911
20050413,-0.01159691
20050414,-0.009979313
20050415,-0.0166663
20050418,0.002891212
20050419,0.006010688
20050420,-0.01310009
20050421,0.01939599
20050422,-0.006542904
20050425,0.008570421
20050426,-0.008712855
20050427,0.004134635
20050428,-0.01123193
20050429,0.01192468
20050502,0.004631045
20050503,-0.000665499
20050504,0.01243896
20050505,-0.002367262
20050506,-0.00113082
20050509,0.006457568
20050510,-0.01071527
20050511,0.004677189
20050512,-0.0100121
20050513,-0.004432005
20050516,0.01026947
20050517,0.006984244
20050518,0.01030036
20050519,0.0044672
20050520,-0.00161274
20050523,0.003976322
20050524,0.0001678018
20050525,-0.003358394
20050526,0.006507382
20050527,0.001139074
20050531,-0.006017867
20050601,0.009252623
20050602,0.00189902
20050603,-0.006863174
20050606,0.001292927
20050607,-0.000228945
20050608,-0.002030361
20050609,0.005391372
20050610,-0.002335731
20050613,0.00248418
20050614,0.002762219
20050615,0.002340552
20050616,0.00361944
20050617,0.004865833
20050620,-0.000713454
20050621,-0.002064905
20050622,0.0002844481
20050623,-0.01060942
20050624,-0.007590487
20050627,-0.000731733
20050628,0.009352893
20050629,-0.001210907
20050630,-0.007188359
20050701,0.002837051
20050705,0.009007997
20050706,-0.008070285
20050707,0.002497298
20050708,0.01164373
20050711,0.006322135
20050712,0.002327939
20050713,0.0009964748
20050714,0.002641206
20050715,0.0011578
20050718,-0.005504394
20050719,0.006829689
20050720,0.004731009
20050721,-0.006552098
20050722,0.005305705
20050725,-0.003733318
20050726,0.001631432
20050727,0.004741995
20050728,0.005863378
20050729,-0.007681585
20050801,0.000921427
20050802,0.007202732
20050803,0.0009605252
20050804,-0.007454388
20050805,-0.007580737
20050808,-0.002689494
20050809,0.006739456
20050810,-0.001457485
20050811,0.007087547
20050812,-0.005903274
20050815,0.002991904
20050816,-0.011857
20050817,0.0009584937
20050818,-0.000894871
20050819,0.0006401659
20050822,0.001570741
20050823,-0.003399626
20050824,-0.006497522
20050825,0.002299707
20050826,-0.00589175
20050829,0.00614922
20050830,-0.003077747
20050831,0.01011067
20050901,0.001137855
20050902,-0.00288575
20050906,0.01269564
20050907,0.002600897
20050908,-0.00383643
20050909,0.00796395
20050912,-0.000633989
20050913,-0.007327243
20050914,-0.003327825
20050915,0.0004355405
20050916,0.008104964
20050919,-0.005436859
20050920,-0.007776514
20050921,-0.009426103
20050922,0.003920963
20050923,0.000582945
20050926,0.0002813241
20050927,0.0000821152
20050928,0.00114062
20050929,0.008931823
20050930,0.001083731
20051003,-0.001697575
20051004,-0.009728969
20051005,-0.0143999
20051006,-0.004052272
20051007,0.003791389
20051010,-0.007146318
20051011,-0.001993338
20051012,-0.005940023
20051013,-0.000604263
20051014,0.008304901
20051017,0.00307875
20051018,-0.009929102
20051019,0.01504919
20051020,-0.01499533
20051021,0.001642485
20051024,0.01681965
20051025,-0.002564877
20051026,-0.00413379
20051027,-0.01045408
20051028,0.01658195
20051031,0.007530494
20051101,-0.003396784
20051102,0.01013467
20051103,0.004575091
20051104,0.0003182681
20051107,0.002389446
20051108,-0.002974995
20051109,0.001690816
20051110,0.00886845
20051111,0.003021012
20051114,-0.000732666
20051115,-0.003736356
20051116,0.002034907
20051117,0.00940225
20051118,0.004443849
20051121,0.005284031
20051122,0.005041378
20051123,0.003641603
20051125,0.002015732
20051128,-0.008370953
20051129,0.0000726118
20051130,-0.006021239
20051201,0.01203516
20051202,0.0004135845
20051205,-0.002464134
20051206,0.001261986
20051207,-0.004769445
20051208,-0.001017414
20051209,0.002859363
20051212,0.001008241
20051213,0.005631392
20051214,0.004245894
20051215,-0.00140458
20051216,-0.002829402
20051219,-0.005892667
20051220,-0.000319593
20051221,0.002484559
20051222,0.004371044
20051223,0.0005125722
20051227,-0.009530116
20051228,0.001440643
20051229,-0.002897598
20051230,-0.004988088
20060103,0.01634249
20060104,0.00392901
20060105,0.0000295494
20060106,0.009557796
20060109,0.003710018
20060110,-0.000340673
20060111,0.003636136
20060112,-0.006328121
20060113,0.001145598
20060117,-0.003727937
20060118,-0.003854216
20060119,0.005627113
20060120,-0.01824116
20060123,0.001949813
20060124,0.002343768
20060125,-0.001664459
20060126,0.007310431
20060127,0.007844902
20060130,0.001334938
20060131,-0.004011143
20060201,0.001960739
20060202,-0.00861183
20060203,-0.005508604
20060206,0.0006611587
20060207,-0.008057022
20060208,0.009057421
20060209,-0.001366946
20060210,0.002511295
20060213,-0.00319474
20060214,0.01023158
20060215,0.003883776
20060216,0.007385061
20060217,-0.00174305
20060221,-0.003292563
20060222,0.007579083
20060223,-0.003422102
20060224,0.001313322
20060227,0.003840134
20060228,-0.01047712
20060301,0.008456738
20060302,-0.001630363
20060303,-0.001350278
20060306,-0.006977723
20060307,-0.001840986
20060308,0.002285636
20060309,-0.004850351
20060310,0.00739149
20060313,0.002232728
20060314,0.01036267
20060315,0.004470234
20060316,0.002010465
20060317,0.001536118
20060320,-0.001425678
20060321,-0.006015434
20060322,0.005920071
20060323,-0.002577025
20060324,0.0009336963
20060327,-0.001105239
20060328,-0.006380423
20060329,0.007613987
20060330,-0.00201183
20060331,-0.004062858
20060403,0.002187721
20060404,0.006170124
20060405,0.004374822
20060406,-0.001723865
20060407,-0.01040502
20060410,0.0008115325
20060411,-0.007566896
20060412,0.001393486
20060413,0.0005499686
20060417,-0.002918465
20060418,0.01727138
20060419,0.001964604
20060420,0.001135959
20060421,-0.000265592
20060424,-0.002282023
20060425,-0.004800106
20060426,0.002916565
20060427,0.003408268
20060428,0.0001000386
20060501,-0.004031097
20060502,0.00603895
20060503,-0.003800012
20060504,0.003363442
20060505,0.01037042
20060508,-0.00072052
20060509,0.000360669
20060510,-0.00124633
20060511,-0.0128152
20060512,-0.01126722
20060515,0.002776907
20060516,-0.001852552
20060517,-0.01661427
20060518,-0.006341028
20060519,0.00403124
20060522,-0.003831028
20060523,-0.004230956
20060524,0.0018069
20060525,0.01170222
20060526,0.005713223
20060530,-0.01580479
20060531,0.008295095
20060601,0.01218706
20060602,0.001775427
20060605,-0.01766167
20060606,-0.001247914
20060607,-0.005798261
20060608,0.001479815
20060609,-0.00443092
20060612,-0.01269214
20060613,-0.009974129
20060614,0.005336027
20060615,0.02133149
20060616,-0.003562666
20060619,-0.008886022
20060620,-4.864793E-6
20060621,0.009877148
20060622,-0.005089349
20060623,-0.000932328
20060626,0.004785055
20060627,-0.009049885
20060628,0.005647117
20060629,0.02133821
20060630,-0.001915517
20060703,0.007765503
20060705,-0.007197094
20060706,0.002682418
20060707,-0.006828306
20060710,0.001585575
20060711,0.004021665
20060712,-0.01093139
20060713,-0.01302707
20060714,-0.005013647
20060717,-0.001407468
20060718,0.001940831
20060719,0.0185817
20060720,-0.008449272
20060721,-0.006883503
20060724,0.01658379
20060725,0.006594426
20060726,-0.000393412
20060727,-0.00417227
20060728,0.01228498
20060731,-0.001443356
20060801,-0.004607864
20060802,0.006226684
20060803,0.001720294
20060804,-0.000524274
20060807,-0.002764168
20060808,-0.003238498
20060809,-0.004190184
20060810,0.004946394
20060811,-0.003862659
20060814,0.0013379
20060815,0.01364019
20060816,0.007755314
20060817,0.001772044
20060818,0.003706109
20060821,-0.003636674
20060822,0.0008338973
20060823,-0.004436976
20060824,0.002333383
20060825,-0.00064641
20060828,0.005289772
20060829,0.002223091
20060830,0.0004615787
20060831,-0.000227686
20060901,0.005495203
20060905,0.001805111
20060906,-0.009615549
20060907,-0.004711622
20060908,0.003971976
20060911,0.0006285706
20060912,0.01046238
20060913,0.004132384
20060914,-0.001122662
20060915,0.002669652
20060918,0.0009792427
20060919,-0.002128807
20060920,0.005367776
20060921,-0.005157581
20060922,-0.002551922
20060925,0.008746117
20060926,0.00751585
20060927,0.0004576913
20060928,0.001995937
20060929,-0.002544901
20061002,-0.003403567
20061003,0.002115726
20061004,0.01218594
20061005,0.002456142
20061006,-0.002665611
20061009,0.000846414
20061010,0.002046113
20061011,-0.002460864
20061012,0.009523392
20061013,0.001994976
20061016,0.002564558
20061017,-0.003708059
20061018,0.001526221
20061019,0.0006583257
20061020,0.001426395
20061023,0.006463726
20061024,0.00029128
20061025,0.003274467
20061026,0.005139828
20061027,-0.00841878
20061030,0.0003859739
20061031,-0.00001559
20061101,-0.0071399
20061102,-0.000248195
20061103,-0.00231552
20061106,0.01124507
20061107,0.002233321
20061108,0.002312096
20061109,-0.005221791
20061110,0.001825298
20061113,0.002815932
20061114,0.00654765
20061115,0.002726553
20061116,0.002254434
20061117,0.0009888303
20061120,-0.000425234
20061121,0.001687817
20061122,0.002670184
20061124,-0.003609541
20061127,-0.01377657
20061128,0.003563788
20061129,0.009595292
20061130,0.0007963996
20061201,-0.003009446
20061204,0.009024844
20061205,0.00400076
20061206,-0.001066332
20061207,-0.003948912
20061208,0.001851231
20061211,0.002280225
20061212,-0.001100122
20061213,0.001397597
20061214,0.008790425
20061215,0.001106626
20061218,-0.003342866
20061219,0.002107458
20061220,-0.001368087
20061221,-0.003450622
20061222,-0.005151159
20061226,0.004358107
20061227,0.007190931
20061228,-0.001447895
20061229,-0.004455386
